epoch,loss
1,2.9808152589278345
2,0.617808814232166
3,0.1660404244246773
4,0.09839635681456481
5,0.07580803229640691
6,0.06488798096632728
7,0.058420465781520575
8,0.053419788917287804
9,0.049981628329708025
10,0.04755914938421203
