step,loss
1,5.60988712310791
2,5.462716102600098
3,5.388138771057129
4,5.231089115142822
5,5.191440105438232
6,5.149005889892578
7,5.02808952331543
8,4.986620903015137
9,4.969501972198486
10,4.831850051879883
11,4.830653190612793
12,4.874530792236328
13,4.7958269119262695
14,4.692648887634277
15,4.769786834716797
16,4.710263729095459
17,4.649776458740234
18,4.599889755249023
19,4.66103458404541
20,4.563211441040039
21,4.545431137084961
22,4.4779486656188965
23,4.494389057159424
24,4.374282360076904
25,4.525761604309082
26,4.501047134399414
27,4.344671726226807
28,4.420106410980225
29,4.366847991943359
30,4.335728645324707
31,4.388626575469971
32,4.2517900466918945
33,4.432431697845459
34,4.316616058349609
35,4.279308795928955
36,4.2111124992370605
37,4.1858296394348145
38,4.181658744812012
39,4.272976398468018
40,4.258967876434326
41,4.16038179397583
42,4.120046615600586
43,3.9571168422698975
44,4.056842803955078
45,4.089437961578369
46,4.091746807098389
47,3.9942023754119873
48,4.007513999938965
49,4.113343715667725
50,3.953733444213867
51,4.1960368156433105
52,3.980863571166992
53,3.963182210922241
54,4.0387067794799805
55,3.937272787094116
56,3.9324371814727783
57,3.962205648422241
58,3.8361294269561768
59,3.9637644290924072
60,3.873697280883789
61,3.9574146270751953
62,3.8083577156066895
63,3.860841751098633
64,3.8006136417388916
65,3.9147250652313232
66,3.841402053833008
67,3.8220674991607666
68,3.8717234134674072
69,3.8063905239105225
70,3.795975685119629
71,3.7933287620544434
72,3.8371541500091553
73,3.754493474960327
74,3.646419048309326
75,3.796933650970459
76,3.765321731567383
77,3.701085329055786
78,3.774848461151123
79,3.7599916458129883
80,3.6499011516571045
81,3.720705032348633
82,3.5806193351745605
83,3.5439443588256836
84,3.669156074523926
85,3.5787312984466553
86,3.467921733856201
87,3.4524922370910645
88,3.60447096824646
89,3.4283385276794434
90,3.5628468990325928
91,3.5070271492004395
92,3.5282979011535645
93,3.6554501056671143
94,3.4873578548431396
95,3.4071156978607178
96,3.502089500427246
97,3.390549659729004
98,3.3258755207061768
99,3.3789966106414795
100,3.5042829513549805
101,3.3601651191711426
102,3.425535202026367
103,3.40285062789917
104,3.4738340377807617
105,3.4018754959106445
106,3.3653063774108887
107,3.3414649963378906
108,3.3353893756866455
109,3.240629196166992
110,3.3347840309143066
111,3.1880664825439453
112,3.201498508453369
113,3.2955477237701416
114,3.2174160480499268
115,3.2913453578948975
116,3.288830280303955
117,3.2119855880737305
118,3.27693510055542
119,3.2313239574432373
120,3.186574935913086
121,3.2781453132629395
122,3.209571599960327
123,3.242739677429199
124,3.1975812911987305
125,3.0746304988861084
126,3.074941635131836
127,3.192674398422241
128,3.217721700668335
129,3.0712108612060547
130,3.1349282264709473
131,3.04539155960083
132,3.138181447982788
133,3.147179365158081
134,3.0748696327209473
135,3.0736494064331055
136,3.1192619800567627
137,3.0335500240325928
138,2.918159246444702
139,2.954648494720459
140,3.0700316429138184
141,3.020392656326294
142,3.015566825866699
143,3.106340169906616
144,2.8619167804718018
145,2.9196622371673584
146,2.9335999488830566
147,2.9138095378875732
148,2.8559226989746094
149,3.1069560050964355
150,2.9686737060546875
151,2.8874125480651855
152,2.9127373695373535
153,2.7861528396606445
154,2.9612650871276855
155,2.8939313888549805
156,2.927396774291992
157,2.91584849357605
158,2.791534423828125
159,2.76029896736145
160,2.8144543170928955
161,2.8011341094970703
162,2.8772695064544678
163,2.8805794715881348
164,2.860562801361084
165,2.8404195308685303
166,2.920949935913086
167,2.7951748371124268
168,2.7096292972564697
169,2.7954494953155518
170,2.747725486755371
171,2.819749593734741
172,2.729069948196411
173,2.614245653152466
174,2.628877639770508
175,2.6720898151397705
176,2.6881701946258545
177,2.68798828125
178,2.659179925918579
179,2.702310562133789
180,2.8624565601348877
181,2.747447967529297
182,2.719672441482544
183,2.721348285675049
184,2.6883370876312256
185,2.6386303901672363
186,2.7238872051239014
187,2.6846871376037598
188,2.638354778289795
189,2.6201605796813965
190,2.6501476764678955
191,2.6082186698913574
192,2.6172385215759277
193,2.462935209274292
194,2.532952070236206
195,2.629274845123291
196,2.5141303539276123
197,2.643650531768799
198,2.669463872909546
199,2.450009822845459
200,2.5611228942871094
201,2.498549461364746
202,2.532961845397949
203,2.5256717205047607
204,2.4242982864379883
205,2.4681124687194824
206,2.4139914512634277
207,2.450547218322754
208,2.622610330581665
209,2.4291369915008545
210,2.531325340270996
211,2.6110315322875977
212,2.454807758331299
213,2.4205572605133057
214,2.380189895629883
215,2.401585817337036
216,2.409604072570801
217,2.279853582382202
218,2.3358285427093506
219,2.270667314529419
220,2.4178173542022705
221,2.3767824172973633
222,2.2710111141204834
223,2.3092334270477295
224,2.2471885681152344
225,2.4711475372314453
226,2.2496654987335205
227,2.350728750228882
228,2.3623206615448
229,2.157198429107666
230,2.261612892150879
231,2.2684061527252197
232,2.228947162628174
233,2.260077714920044
234,2.26932692527771
235,2.273524522781372
236,2.1989188194274902
237,2.219031810760498
238,2.2973873615264893
239,2.2306971549987793
240,2.0813302993774414
241,2.1778037548065186
242,2.1351401805877686
243,2.212109088897705
244,2.1433372497558594
245,2.0824484825134277
246,2.239255666732788
247,2.1387839317321777
248,2.192833185195923
249,2.2376315593719482
250,1.9891120195388794
251,2.1024460792541504
252,2.201672077178955
253,1.9360251426696777
254,2.0620663166046143
255,1.9990290403366089
256,1.991579294204712
257,2.0072953701019287
258,2.0145933628082275
259,1.9087250232696533
260,1.9876790046691895
261,1.909562349319458
262,1.9254050254821777
263,1.9841405153274536
264,1.8758031129837036
265,2.17388916015625
266,1.8266725540161133
267,1.8333204984664917
268,2.0328011512756348
269,1.9595640897750854
270,1.665144443511963
271,1.778135061264038
272,1.8688093423843384
273,1.6762146949768066
274,1.7500121593475342
275,1.6527841091156006
276,1.8344882726669312
277,1.6359602212905884
278,1.8918389081954956
279,1.7687617540359497
280,1.7670567035675049
281,1.7460813522338867
282,1.5458896160125732
283,1.6728260517120361
284,1.6262317895889282
285,1.7390470504760742
286,1.6077543497085571
287,1.6342860460281372
288,1.5200347900390625
289,1.5769786834716797
290,1.4275730848312378
291,1.54071044921875
292,1.5421926975250244
293,1.7846620082855225
294,1.6988706588745117
295,1.5241901874542236
296,1.7780630588531494
297,1.5763254165649414
298,1.5888161659240723
299,1.5701112747192383
300,1.5969126224517822
301,1.5670043230056763
302,1.601393222808838
303,1.4172769784927368
304,1.5509552955627441
305,1.5902806520462036
306,1.6699825525283813
307,1.4470043182373047
308,1.4261118173599243
309,1.4393600225448608
310,1.3448657989501953
311,1.2710514068603516
312,1.4034829139709473
313,1.5030436515808105
314,1.3002463579177856
315,1.3086426258087158
316,1.6002990007400513
317,1.4727309942245483
318,1.1183853149414062
319,1.4817378520965576
320,1.3974192142486572
321,1.3347172737121582
322,1.28361976146698
323,1.39200758934021
324,1.3812307119369507
325,1.3624002933502197
326,1.383488655090332
327,1.1592259407043457
328,1.3025891780853271
329,1.3309917449951172
330,1.138075590133667
331,1.3397945165634155
332,1.237619400024414
333,1.2308425903320312
334,1.2444181442260742
335,1.3356690406799316
336,1.2771843671798706
337,1.3037409782409668
338,1.1738051176071167
339,1.2675515413284302
340,1.2152440547943115
341,1.1148098707199097
342,1.154951572418213
343,1.180747151374817
344,1.186501145362854
345,1.242844820022583
346,1.1155643463134766
347,1.1501612663269043
348,1.0532548427581787
349,1.2756760120391846
350,1.205037236213684
351,1.1549382209777832
352,0.8970177173614502
353,1.009677529335022
354,1.0297125577926636
355,0.887913167476654
356,1.1955256462097168
357,0.880859375
358,1.076575517654419
359,1.1446231603622437
360,1.0728944540023804
361,1.1472795009613037
362,0.8862895369529724
363,0.9488673210144043
364,1.0201061964035034
365,0.8661486506462097
366,0.914350688457489
367,0.9114701151847839
368,0.9214162230491638
369,0.7888107299804688
370,1.0498138666152954
371,0.8254310488700867
372,1.2410142421722412
373,0.9086236953735352
374,0.9466895461082458
375,0.917242705821991
376,1.1161022186279297
377,0.9966195821762085
378,1.026516079902649
379,0.8498891592025757
380,0.9796385765075684
381,0.9143397808074951
382,0.835765540599823
383,0.6989207863807678
384,0.8347185254096985
385,0.8152796626091003
386,0.7620726823806763
387,0.8306983113288879
388,1.060070276260376
389,0.8185181617736816
390,0.6993938088417053
391,0.680492639541626
392,0.9016786813735962
393,0.7522791624069214
394,0.7964687943458557
395,0.8429908156394958
396,0.8743045330047607
397,0.7677444219589233
