step,loss
1,5.6072869300842285
2,5.492082118988037
3,5.452031135559082
4,5.318813323974609
5,5.33671236038208
6,5.209896087646484
7,5.150838851928711
8,5.155532360076904
9,5.162468910217285
10,5.020871639251709
11,4.980369567871094
12,4.99952507019043
13,4.9701056480407715
14,4.957629203796387
15,4.921972751617432
16,4.880772113800049
17,4.828487873077393
18,4.829073429107666
19,4.8089599609375
20,4.783109188079834
21,4.797983169555664
22,4.678768634796143
23,4.84164571762085
24,4.591444969177246
25,4.750801086425781
26,4.584033012390137
27,4.638055801391602
28,4.622744083404541
29,4.5991716384887695
30,4.422562122344971
31,4.636200428009033
32,4.510425090789795
33,4.5030927658081055
34,4.461305141448975
35,4.534592151641846
36,4.540510654449463
37,4.380986213684082
38,4.4305925369262695
39,4.359823226928711
40,4.4057936668396
41,4.296237945556641
42,4.253103733062744
43,4.308303356170654
44,4.3923821449279785
45,4.312373638153076
46,4.3828606605529785
47,4.406958103179932
48,4.336759090423584
49,4.11049222946167
50,4.220931053161621
51,4.245713710784912
52,4.046246528625488
53,4.312417507171631
54,4.123682022094727
55,4.146543025970459
56,4.133650302886963
57,4.271495819091797
58,4.057929992675781
59,4.0534586906433105
60,4.219313621520996
61,4.108522415161133
62,4.113433361053467
63,4.160930633544922
64,4.02394962310791
65,3.9587249755859375
66,3.960357666015625
67,3.9203968048095703
68,4.150591850280762
69,3.853954792022705
70,4.027868747711182
71,3.981962203979492
72,3.9551801681518555
73,3.845935344696045
74,3.879612445831299
75,3.831130027770996
76,3.9024105072021484
77,3.914815902709961
78,3.801903247833252
79,3.893674612045288
80,3.9263617992401123
81,3.8019940853118896
82,3.9160208702087402
83,3.845069408416748
84,3.9312334060668945
85,3.8423686027526855
86,3.724216938018799
87,3.709486961364746
88,3.9285402297973633
89,3.5928280353546143
90,3.747952461242676
91,3.8117363452911377
92,3.659332275390625
93,3.6881277561187744
94,3.6529674530029297
95,3.549306869506836
96,3.608016014099121
97,3.647812604904175
98,3.6918928623199463
99,3.5833659172058105
100,3.7636735439300537
101,3.605470657348633
102,3.604665756225586
103,3.6599016189575195
104,3.582324266433716
105,3.4422495365142822
106,3.385314702987671
107,3.5456948280334473
108,3.632626533508301
109,3.396672487258911
110,3.640226364135742
111,3.540332794189453
112,3.4158830642700195
113,3.598905086517334
114,3.705150604248047
115,3.4519500732421875
116,3.396726608276367
117,3.4420082569122314
118,3.3952107429504395
119,3.4012205600738525
120,3.3439486026763916
121,3.379915714263916
122,3.3605246543884277
123,3.4648287296295166
124,3.344179153442383
125,3.4276459217071533
126,3.412534236907959
127,3.2844817638397217
128,3.3347504138946533
129,3.512641191482544
130,3.4592416286468506
131,3.3305532932281494
132,3.287353754043579
133,3.2343482971191406
134,3.1573243141174316
135,3.3872668743133545
136,3.3941617012023926
137,3.2738142013549805
138,3.243828058242798
139,3.201972484588623
140,3.114123582839966
141,3.281062602996826
142,3.2626616954803467
143,3.254321575164795
144,3.2066547870635986
145,3.108341693878174
146,3.3480966091156006
